Using database connection: sec_user@localhost:5432/sec_data
         56963 function calls (55375 primitive calls) in 0.674 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 cookies.py:117(info)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        6    0.000    0.000    0.000    0.000 base.py:6718(_maybe_cast_indexer)
        3    0.000    0.000    0.000    0.000 base.py:787(_autobegin)
        1    0.000    0.000    0.000    0.000 schema.py:2244(_gen_static_annotations_cache_key)
        6    0.000    0.000    0.000    0.000 default.py:1785(pre_exec)
        3    0.000    0.000    0.000    0.000 context.py:198(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl_.py:209(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 queue.py:245(_init)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 inspect.py:480(iscode)
        1    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 _collections.py:546(__len__)
        1    0.000    0.000    0.000    0.000 compiler.py:1395(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cursor.py:859(<listcomp>)
        1    0.000    0.000    0.000    0.000 default.py:434(loaded_dbapi)
        1    0.000    0.000    0.000    0.000 mapper.py:2627(_single_table_criterion)
        1    0.000    0.000    0.000    0.000 context.py:1791(_get_current_adapter)
        1    0.000    0.000    0.000    0.000 identity.py:48(_kill)
        1    0.000    0.000    0.000    0.000 rate.py:62(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:66(netrc)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(_netrclex)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 enum.py:1245(value)
        3    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
        2    0.000    0.000    0.000    0.000 cast.py:1483(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:1409(_get_dtype)
        2    0.000    0.000    0.000    0.000 blocks.py:268(mgr_locs)
        1    0.000    0.000    0.000    0.000 base.py:1446(is_valid)
        1    0.000    0.000    0.000    0.000 queue.py:222(_empty)
        4    0.000    0.000    0.000    0.000 sqltypes.py:256(result_processor)
        1    0.000    0.000    0.000    0.000 selectable.py:4192(_has_row_limiting_clause)
        1    0.000    0.000    0.000    0.000 path_registry.py:759(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        2    0.000    0.000    0.000    0.000 connection.py:341(is_closed)
        2    0.000    0.000    0.000    0.000 utils.py:733(set_environ)
        1    0.000    0.000    0.000    0.000 utils.py:881(default_user_agent)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:123(classes)
        3    0.000    0.000    0.000    0.000 base.py:5154(_values)
        1    0.000    0.000    0.000    0.000 managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 ssl.py:1117(_check_connected)
        3    0.000    0.000    0.000    0.000 langhelpers.py:1402(memo)
        1    0.000    0.000    0.000    0.000 base.py:889(_state_dict_inst)
        1    0.000    0.000    0.000    0.000 default.py:513(_builtin_onconnect)
        1    0.000    0.000    0.000    0.000 mapper.py:907(entity)
        1    0.000    0.000    0.000    0.000 context.py:471(_column_naming_convention)
        1    0.000    0.000    0.000    0.000 decl_api.py:1389(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:2051(get_select_precolumns)
        1    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:362(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 models.py:572(prepare_content_length)
        1    0.000    0.000    0.000    0.000 limiter.py:59(get)
        1    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_array_type}
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 common.py:531(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 common.py:125(<lambda>)
        3    0.000    0.000    0.000    0.000 series.py:1489(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 base.py:536(closed)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1353(memo)
        1    0.000    0.000    0.000    0.000 url.py:218(_assert_port)
        3    0.000    0.000    0.000    0.000 coercions.py:1162(_post_coercion)
        2    0.000    0.000    0.000    0.000 selectable.py:3239(_from_objects)
        1    0.000    0.000    0.000    0.000 url.py:745(<listcomp>)
        3    0.000    0.000    0.000    0.000 cursor.py:996(hard_close)
        1    0.000    0.000    0.000    0.000 mapper.py:2726(_with_polymorphic_selectable)
        1    0.000    0.000    0.000    0.000 session.py:1025(_is_transaction_boundary)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 connection.py:182(host)
        1    0.000    0.000    0.000    0.000 utils.py:571(iter_slices)
        1    0.000    0.000    0.000    0.000 models.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        1    0.000    0.000    0.000    0.000 multiarray.py:698(result_type)
        1    0.000    0.000    0.000    0.000 base.py:981(dtype)
        1    0.000    0.000    0.000    0.000 client.py:884(_get_hostport)
        1    0.000    0.000    0.000    0.000 base.py:1033(in_transaction)
        1    0.000    0.000    0.000    0.000 base.py:542(invalidated)
        1    0.000    0.000    0.000    0.000 base.py:309(_creator)
        2    0.000    0.000    0.000    0.000 elements.py:399(_from_objects)
        1    0.000    0.000    0.000    0.000 sqltypes.py:251(bind_processor)
        1    0.000    0.000    0.000    0.000 type_api.py:415(bind_processor)
        1    0.000    0.000    0.000    0.000 default.py:565(_check_max_identifier_length)
        1    0.000    0.000    0.000    0.000 default.py:703(do_begin)
        1    0.000    0.000    0.000    0.000 context.py:1239(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        1    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 adapters.py:555(add_headers)
        1    0.000    0.000    0.000    0.000 _sec_gateway.py:26(limiter_mapping)
        1    0.000    0.000    0.000    0.000 limiter.py:316(_handle_result)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x00000122F2043CE0}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x00000122F1112520}
        1    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1277(memo)
        1    0.000    0.000    0.000    0.000 interfaces.py:2587(get_dialect_cls)
        1    0.000    0.000    0.000    0.000 interfaces.py:2649(engine_created)
        1    0.000    0.000    0.000    0.000 compiler.py:1594(_global_attributes)
        1    0.000    0.000    0.000    0.000 selectable.py:625(_hide_froms)
        1    0.000    0.000    0.000    0.000 interfaces.py:1456(setup_query)
        1    0.000    0.000    0.000    0.000 sessions.py:451(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.chr}


